ID,METER,FP1P,FP1S,FP2P,FP2S,FP3P,FP3S,FP4P,FP4S,SP1P,SP1S,SP2P,SP2S,SP3P,SP3S,SP4P,SP4S
216,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
217,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
220,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
223,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
226,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
229,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
232,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
235,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
238,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolo,SLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
242,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
243,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
245,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
246,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
248,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
249,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
251,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
252,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
254,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
255,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
257,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
258,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
260,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
261,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
263,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
264,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
266,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
267,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
269,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
270,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
272,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
273,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
275,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
276,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
278,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
279,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
281,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
282,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
284,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
285,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
287,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
288,tawil_complete,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
290,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
291,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
293,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
294,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
296,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
297,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
299,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
300,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
302,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
303,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
305,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
306,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
308,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
309,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
311,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
312,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilo,SLLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
313,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
316,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
319,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
322,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
325,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
328,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
331,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
334,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
338,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
339,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
341,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
342,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
344,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
345,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
347,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
348,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
350,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
351,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
353,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
354,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
356,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
357,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
359,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
360,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
361,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
364,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
367,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
370,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
373,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,fa'oolon,SLL
376,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,fa'oolon,SLL
379,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolon,SLL
382,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,fa'oolo,SLS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,fa'oolon,SLL
386,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
387,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
389,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
390,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
392,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
393,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
395,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
396,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
398,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
399,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
401,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
402,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
404,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
405,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
407,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
408,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
410,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
411,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
413,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
414,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
416,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
417,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
419,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
420,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
422,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
423,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
425,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
426,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
428,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
429,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
431,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
432,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilo,SLSS,fa'oolon,SLL,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilon,SLLL
434,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'ilon,SLSL
435,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolon,SLL,mafaa'iilon,SLLL
437,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'ilon,SLSL
438,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'ilon,SLSL,fa'oolo,SLS,mafaa'iilon,SLLL
440,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'ilon,SLSL
441,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolon,SLL,mafaa'iilon,SLLL
443,tawil_complete,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'iilo,SLLS,fa'oolo,SLS,mafaa'iilon,SLLL,fa'oolo,SLS,mafaa'ilon,SLSL
